Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2019/11/05/students-create-japanese-language-learning-game-geared-toward-gamers,39,38,0:00:49,32,93.75%,87.18%,$0.00 
/2019/11/12/ucla-receives-10m-donation-to-fund-middle-income-student-scholarships,39,38,0:02:46,26,84.62%,69.23%,$0.00 
/2019/12/05/the-quad-a-breakdown-of-the-causes-of-and-issues-surrounding-the-hong-kong-protests,39,36,0:12:42,30,96.67%,82.05%,$0.00 
/2019/12/07/musical-review-while-spectacularly-produced-frozen-fails-to-bring-anything-new-to-the-table,39,36,0:08:40,34,88.24%,79.49%,$0.00 
/2020/03/30/ncaa-grants-additional-year-of-eligibility-to-spring-sport-athletes,39,39,0:05:03,29,96.55%,82.05%,$0.00 
/2020/04/07/second-take-online-live-performances-proliferate-revitalize-highly-restrictive-music-industry,39,36,0:00:37,33,87.88%,82.05%,$0.00 
/2020/04/10/headliners-akshay-anand-lets-narratives-lead-the-way-in-his-original-acoustic-music,39,37,0:01:30,4,50.00%,48.72%,$0.00 
/2020/04/10/the-quad-quarantine-can-be-a-time-to-follow-in-shakespeares-footsteps-explore-new-ideas,39,37,0:00:45,31,90.32%,82.05%,$0.00 
/2020/04/10/ucla-anderson-forecast-revises-projection-for-coronavirus-induced-recession,39,37,0:05:43,35,94.29%,89.74%,$0.00 
/2020/04/11/kyla-ross-named-2019-2020-daily-bruin-sports-ucla-athlete-of-the-year,39,37,0:01:42,24,87.50%,64.10%,$0.00 
/2020/05/02/usac-officer-evaluation-eduardo-velazquez-general-representative-1,39,33,0:00:43,18,83.33%,46.15%,$0.00 
/2020/05/15/album-review-charli-xcx-masterfully-captures-moment-in-lyrical-journey-of-how-im-feeling-now,39,37,0:00:41,30,90.00%,74.36%,$0.00 
/2020/09/25/individuals-arrested-in-connection-with-mail-thefts-at-university-apartments?fbclid=IwAR1kAdX5Fw_fTAPRFSYIO0XItUd-_pa7a59o6yZ1-O8Cj-Zm19VqDpyNT6g,39,39,0:17:06,39,97.44%,97.44%,$0.00 
/2020/10/29/get-movin-bruins-campaign-encourages-ucla-community-to-use-green-transportation,39,39,0:03:25,25,80.00%,71.79%,$0.00 
/author/blanche-wright,39,35,0:00:22,33,54.55%,51.28%,$0.00 
/author/etsai,39,31,0:00:21,12,50.00%,28.21%,$0.00 
/author/nora-mcnulty,39,26,0:00:20,18,55.56%,43.59%,$0.00 
/author/yun-kyung-anny-kim,39,28,0:02:33,21,38.10%,41.03%,$0.00 
/category/ae,39,31,0:00:55,7,14.29%,15.38%,$0.00 
/category/mens-tennis,39,36,0:02:26,21,95.24%,66.67%,$0.00 
/search?q=Anastassia+Alexandrova,39,34,0:00:24,0,0.00%,0.00%,$0.00 
/search?q=Chris+Anderson,39,34,0:00:14,1,0.00%,0.00%,$0.00 
/search?q=Douglas+Bell,39,34,0:00:19,1,0.00%,0.00%,$0.00 
/1996/05/09/nothing-compares-to-a-mothers,38,35,0:08:34,35,91.43%,92.11%,$0.00 
/1998/02/19/under-tijuanas-fun-exterior-li,38,38,0:00:00,38,100.00%,100.00%,$0.00 
/2009/01/15/screen-scene-emnotoriousem,38,38,0:00:00,38,100.00%,100.00%,$0.00 
/2009/06/07/animal-testing-opponents-defenders-seek-common-gro,38,38,0:00:00,38,100.00%,100.00%,$0.00 
/2010/04/19/uc-regents-sue-ucla-radiology-professor-robert-luf,38,35,0:01:37,34,88.24%,84.21%,$0.00 
/2010/10/18/retro_joe_to_modern_bruin,38,36,0:06:10,34,94.12%,94.74%,$0.00 
/2011/08/22/summer_break_should_be_a_time_for_students_to_chill_not_bu,38,8,0:01:35,4,0.00%,13.16%,$0.00 
/2012/03/19/039grey039s_anatomy039_stars_perform_live_musical_show_at_royce_hall_to_benefit_the_actors_fund,38,36,0:09:50,36,94.44%,94.74%,$0.00 
/2013/01/31/club-matches-pre-med-students-into-one-on-one-mentorships,38,38,0:10:03,37,94.59%,92.11%,$0.00 
/2014/05/01/ucla-student-groups-combat-college-sexual-assault,38,32,0:03:49,29,62.07%,52.63%,$0.00 
/2015/03/05/we-care-collects-feminine-hygiene-products-for-homeless-women-in-need,38,36,0:02:01,35,94.29%,94.74%,$0.00 
/2015/11/09/three-ucla-students-jam-for-partygoers-in-the-stoop-series,38,38,0:00:00,38,100.00%,100.00%,$0.00 
/2016/03/04/sounds-of-schoenberg-the-chinese-dizi,38,36,0:04:47,36,91.67%,92.11%,$0.00 
/2016/04/11/friends-family-honor-brian-kuan-by-channeling-his-adventurous-spirit,38,37,0:00:59,30,90.00%,92.11%,$0.00 
/2016/05/24/album-review-dangerous-woman,38,37,0:00:32,35,97.14%,89.47%,$0.00 
/2016/06/27/shorter-life-sciences-core-series-to-debut-in-fall-with-video-lectures,38,36,0:05:21,26,88.46%,89.47%,$0.00 
/2016/08/01/senior-dean-patricia-turner-persevered-to-achieve-success-in-academia,38,35,0:05:52,33,87.88%,84.21%,$0.00 
/2016/10/23/ucla-swimming-and-diving-sweeps-pink-meet-events,38,22,0:04:26,17,64.71%,50.00%,$0.00 
/2016/11/16/the-quad-wellness-wednesday,38,35,0:04:47,11,72.73%,76.32%,$0.00 
/2017/01/18/the-quad-ucla-emts-discuss-the-benefits-of-their-life-saving-work,38,36,0:02:26,20,70.00%,63.16%,$0.00 
/2017/02/13/ucla-gymnasts-reveal-their-motivation-for-sticking-the-landings,38,38,0:02:07,38,94.74%,94.74%,$0.00 
/2017/02/21/submission-calpirgs-fracking-ban-advocacy-is-part-of-larger-sustainability-goal,38,36,0:03:34,36,94.44%,94.74%,$0.00 
/2017/02/23/asucla-replaces-campus-delivery-loading-dock,38,38,0:08:05,37,89.19%,89.47%,$0.00 
/2017/05/11/professor-neil-garg-publishes-kid-friendly-organic-chemistry-book,38,35,0:07:03,34,91.18%,86.84%,$0.00 
/2017/10/02/dance-break-aca-hip-hop-meant-for-experienced-dancers-fun-workout-for-beginners,38,38,0:13:00,35,97.14%,94.74%,$0.00 
/2018/03/07/ucla-astronomers-attempting-to-validate-einsteins-theory-of-gravity,38,36,0:03:36,24,87.50%,71.05%,$0.00 
/2018/04/15/mariah-furtek-ucla-needs-to-paint-clear-path-to-art-classes-for-non-art-students,38,34,0:04:56,34,94.12%,86.84%,$0.00 
/2018/04/24/members-of-rotc-reflect-on-growing-integration-of-women-in-military,38,37,0:02:04,35,91.43%,86.84%,$0.00 
/2018/05/18/forensic-housemate-testimony-present-more-evidence-on-third-day-of-medina-trial,38,37,0:02:59,13,92.31%,47.37%,$0.00 
/2018/05/18/the-quad-different-styles-of-ramen-and-where-to-find-them-in-los-angeles,38,37,0:00:14,34,97.06%,92.11%,$0.00 
/2018/05/23/unclear-if-delvesco-was-sexually-assaulted-before-her-alleged-murder-says-lapd,38,37,0:03:49,11,81.82%,52.63%,$0.00 
/2018/10/05/ucla-school-of-law-students-and-faculty-stage-protest-against-kavanaugh,38,37,0:05:32,35,94.29%,92.11%,$0.00 
/2019/02/06/alumna-seeks-social-justice-through-film-owns-charitable-wine-company,38,37,0:02:06,36,97.22%,94.74%,$0.00 
/2019/02/28/editorial-cartoon-the-climb-never-stops,38,35,0:06:23,35,88.57%,84.21%,$0.00 
/2019/04/22/uc-must-address-financial-needs-of-students-of-color-and-low-income-families,38,36,0:13:51,32,90.62%,86.84%,$0.00 
/2019/05/16/seven-member-band-taxi-to-bring-upbeat-funk-and-jazzy-improv-to-competitions-coda,38,33,0:03:19,30,76.67%,73.68%,$0.00 
/2019/05/20/uclas-ethnic-studies-centers-look-back-on-accomplishments-discuss-goals-for-future,38,35,0:06:13,32,78.12%,73.68%,$0.00 
/2019/05/22/research-shows-teenagers-may-exert-more-effort-to-achieve-goals-than-adults-do,38,34,0:12:37,34,88.24%,89.47%,$0.00 
/2019/05/30/ucla-gets-timing-wrong-with-camera-surveillance-policy-putting-onus-on-students,38,35,0:03:17,26,73.08%,68.42%,$0.00 
/2019/06/08/despite-promises-and-publicity-uc-perpetuates-lackluster-response-to-harassment,38,36,0:06:33,29,89.66%,73.68%,$0.00 
/2019/09/18/the-quad-best-pizza-places-in-westwood-without-spending-too-much-dough,38,35,0:01:27,30,93.33%,86.84%,$0.00 
/2019/09/25/the-hill-perpetuates-a-culture-of-isolation-loneliness-in-some-dorms,38,32,0:02:55,23,82.61%,65.79%,$0.00 
/2019/11/12/researchers-create-solar-energy-system-inspired-by-flowers-light-finding-ability,38,37,0:00:45,31,83.87%,84.21%,$0.00 
/2019/12/13/some-superstitious-rituals-ucla-athletes-carry-out-before-during-games,38,38,0:01:42,33,93.94%,86.84%,$0.00 
/2020/01/15/utilizing-digital-activism-will-be-crucial-in-improving-uclas-civic-engagement,38,36,0:00:36,29,89.66%,81.58%,$0.00 
/2020/01/22/shareef-oneal-announces-plan-to-depart-from-ucla-mens-basketball-team,38,37,0:01:57,35,97.14%,97.37%,$0.00 
/2020/01/30/movie-review-gretel-hansel-under-delivers-giving-only-breadcrumbs-of-classic-horror-tropes,38,37,0:00:33,36,97.22%,94.74%,$0.00 
/2020/01/31/westwood-boba-competition-climbs-with-new-boba-shop-arrivals,38,36,0:00:54,34,82.35%,84.21%,$0.00 
/2020/02/24/theater-review-the-book-of-mormon-completes-mission-to-bring-audiences-laughter,38,38,0:04:24,36,97.22%,94.74%,$0.00 
/2020/02/25/new-uc-president-must-prioritize-addressing-systems-climate-change-shortcomings,38,37,0:02:15,31,74.19%,73.68%,$0.00 
/2020/04/01/the-quad-ways-to-help-support-small-businesses-impacted-by-covid-19,38,36,0:06:33,22,86.36%,65.79%,$0.00 
/2020/04/21/gsa-recap-april-15-2,38,32,0:03:55,20,70.00%,68.42%,$0.00 
/2020/04/30/student-ties-in-comfort-with-personal-brand-in-clothing-line-created-in-quarantine,38,38,0:02:50,29,96.55%,84.21%,$0.00 
/2020/05/19/the-copy-shop-copy-chiefs-are-here-for-readers-and-were-here-for-copys-future,38,38,0:01:48,21,80.95%,63.16%,$0.00 
/2020/05/23/graphic-beating-the-boredom-tiktok,38,33,0:01:28,14,92.86%,47.37%,$0.00 
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=groupmessage&from=groupmessage,38,33,0:07:24,32,87.50%,84.21%,$0.00 
/2020/07/19/opinion-ucla-needs-to-promote-expand-career-services-during-economic-uncertainty-of-pandemic?fbclid=IwAR2d2Vr2O7R1AXm1zHTYPJV1GvrkEYPpf5VinVeBuuMvuSlV7zPUV8Gi0Uw,38,37,0:00:14,37,97.30%,97.37%,$0.00 
/2020/09/22/student-leaders-advocate-for-sexual-assault-survivors-amid-ucs-interim-policy,38,36,0:03:11,17,76.47%,50.00%,$0.00 
/author/brendan-hornbostel-2-2-2-2/page/2681,38,19,0:00:01,18,0.00%,44.74%,$0.00 
/author/danielle-pigeon,38,31,0:00:30,6,16.67%,26.32%,$0.00 
/author/emily-sweet,38,33,0:01:01,14,57.14%,52.63%,$0.00 
/author/eve-boyd,38,32,0:00:50,19,47.37%,44.74%,$0.00 
/author/guillaume-kosmala,38,35,0:00:53,35,74.29%,76.32%,$0.00 
/author/rayna-salam,38,30,0:00:41,7,71.43%,36.84%,$0.00 
/category/behind-the-bruin,38,29,0:00:36,2,0.00%,5.26%,$0.00 
/post/2020-election-biden-for-president,38,34,0:00:49,15,80.00%,60.53%,$0.00 
/search?q=Alex+Bui,38,33,0:00:08,1,0.00%,0.00%,$0.00 
/search?q=Christine+Borgman,38,33,0:00:10,0,0.00%,0.00%,$0.00 
/search?q=Jaime+Marian,38,34,0:00:10,0,0.00%,0.00%,$0.00 
/search?q=Joseph+M.+Teran,38,33,0:00:38,1,0.00%,0.00%,$0.00 
/search?q=Matteo+Pellegrini,38,33,0:00:12,1,0.00%,0.00%,$0.00 
/tag/afscme-strike,38,33,0:02:16,30,53.33%,52.63%,$0.00 
/1995/05/11/langoliers-ruined-by-overactin,37,30,0:03:15,30,86.67%,78.38%,$0.00 
/2001/02/12/tolerance-makes-for-false-god,37,34,0:04:43,26,80.77%,67.57%,$0.00 
/2002/05/09/men-become-sexier-classier-mor,37,34,0:00:35,34,91.18%,91.89%,$0.00 
/2007/09/22/home_hang_warhol,37,35,0:02:26,35,82.86%,81.08%,$0.00 
/2007/09/22/itrue_hedonism_requires_hard_work_and_balancei,37,37,0:00:00,37,100.00%,100.00%,$0.00 
/2009/02/10/emhypocritical-authority-figures-abuse-powerem,37,35,0:00:21,35,94.29%,94.59%,$0.00 
/2010/11/08/students_funny_claim_to_fame,37,36,0:00:28,36,97.22%,97.30%,$0.00 
/2011/02/22/_sweatshops_should_be_seen_as_helpful_for_providing_jobs_,37,34,0:08:38,32,93.75%,86.49%,$0.00 
/2014/07/28/stuart-house-a-haven-for-young-victims-of-sexual-assault,37,35,0:09:28,35,94.29%,94.59%,$0.00 
/2015/02/02/ucla-symposium-highlights-issue-of-human-trafficking-in-california,37,35,0:06:49,35,91.43%,91.89%,$0.00 
/2015/12/04/book-review-my-life-on-the-road,37,35,0:05:02,35,94.29%,94.59%,$0.00 
/2016/05/05/habesha-students-strengthen-cultural-ties-through-community-organization,37,31,0:03:09,30,86.67%,81.08%,$0.00 
/2016/06/05/alumna-showcases-graduates-individuality-with-custom-cap-toppers,37,35,0:01:53,34,94.12%,91.89%,$0.00 
/2016/09/01/former-gsa-president-to-leave-ucla-finish-law-school-at-nyu,37,33,0:04:33,30,86.67%,86.49%,$0.00 
/2016/11/01/uc-system-forms-largest-donor-bloc-for-clinton-presidential-campaign,37,34,0:05:38,33,90.91%,89.19%,$0.00 
/2016/11/09/students-protest-trump-victory-early-wednesday-morning,37,32,0:03:07,19,73.68%,59.46%,$0.00 
/2017/02/07/abhishek-shetty-ucla-housing-should-change-housing-lottery-into-waitlist-format,37,36,0:02:16,34,88.24%,89.19%,$0.00 
/2017/05/11/gage-brymer-ends-collegiate-tennis-career-early-after-upper-body-surgery,37,36,0:05:28,34,91.18%,91.89%,$0.00 
/2017/06/11/the-quad-popular-ucla-majors-do-not-always-correlate-to-high-employment-rates,37,36,0:02:33,34,88.24%,89.19%,$0.00 
/2018/01/08/jacqueline-alvarez-gre-for-law-school-application-would-improve-diversity-break-barriers,37,36,0:02:41,35,91.43%,89.19%,$0.00 
/2018/01/22/ucla-rugby-alums-return-for-hall-of-fame-dinner-reminisce-about-sport,37,35,0:03:41,33,93.94%,94.59%,$0.00 
/2018/10/25/sugarcoated-wanderlust-creamery-offers-a-tasty-trip-around-the-globe-with-aesthetic-ice-cream,37,37,0:02:13,37,94.59%,94.59%,$0.00 
/2019/01/31/theater-review-hello-dolly-features-masterful-set-design-poor-translation-into-modernity,37,34,0:00:38,31,93.55%,83.78%,$0.00 
/2019/02/03/ucla-south-asian-a-cappella-group-naya-zamaana-hosts-interstate-competition,37,34,0:06:24,32,87.50%,89.19%,$0.00 
/2019/02/07/ucla-could-do-more-to-alleviate-the-parking-pains-that-commuters-confront,37,36,0:03:59,32,87.50%,81.08%,$0.00 
/2019/02/14/course-evaluations-could-be-beneficial-ucla-just-needs-to-make-them-effective,37,37,0:00:49,31,90.32%,86.49%,$0.00 
/2019/04/23/student-project-engages-with-foster-youth-to-offer-guidance-and-support,37,36,0:03:43,36,97.22%,97.30%,$0.00 
/2019/05/16/fixing-game-plan-for-student-athletes-education-would-improve-prospects,37,36,0:00:54,34,91.18%,91.89%,$0.00 
/2019/05/25/maxime-cressy-and-keegan-smith-bring-home-ncaa-doubles-title-for-mens-tennis,37,37,0:00:00,35,100.00%,100.00%,$0.00 
/2019/06/20/jaylen-hands-selected-no-56-overall-in-nba-draft-2-bruins-go-undrafted,37,34,0:00:45,33,93.94%,91.89%,$0.00 
/2019/07/22/the-quad-astrology-app-breaks-down-whats-written-in-the-stars-in-the-palm-of-ones-hand,37,36,0:04:00,35,94.29%,94.59%,$0.00 
/2019/08/18/after-pressing-start-on-program-ucla-esports-begins-to-establish-its-presence,37,36,0:03:59,33,87.88%,83.78%,$0.00 
/2019/09/18/editorial-diversity-and-support-for-minorities-deserve-more-attention-from-university,37,31,0:03:48,27,81.48%,72.97%,$0.00 
/2019/10/08/freshman-heavy-mens-water-polo-not-without-veteran-leadership,37,37,0:02:39,27,92.59%,78.38%,$0.00 
/2019/10/31/concert-review-crowd-energy-carries-kim-petras-performance-in-multisectional-show,37,33,0:04:53,32,84.38%,81.08%,$0.00 
/2019/11/11/editorial-cartoon-the-paper-writing-process,37,29,0:03:00,25,64.00%,59.46%,$0.00 
/2019/11/26/gallery-ucla-club-figure-skating,37,36,0:01:29,27,100.00%,75.68%,$0.00 
/2019/11/27/the-quad-four-easy-healthy-snack-recipes-you-could-make-in-your-dorm-room,37,34,0:02:36,30,93.33%,86.49%,$0.00 
/2020/01/07/op-ed-ending-student-hunger-requires-immediate-action-ucla-administrations-commitment,37,34,0:03:25,27,81.48%,81.08%,$0.00 
/2020/01/07/playwright-max-yu-becomes-first-chinese-american-to-receive-relentless-award,37,36,0:02:56,36,91.67%,91.89%,$0.00 
/2020/01/09/restaurant-review-new-westwood-boba-shop-shares-its-tea-with-great-flavors-and-study-spaces,37,36,0:02:03,31,83.87%,83.78%,$0.00 
/2020/01/22/womens-water-polo-coach-commends-growth-of-new-programs-nationwide,37,37,0:02:57,30,93.33%,78.38%,$0.00 
/2020/01/28/music-supervisor-to-discuss-business-side-of-sound-in-film-and-tv-production,37,36,0:14:13,35,94.29%,94.59%,$0.00 
/2020/01/30/ucla-researchers-lead-study-following-effects-of-psychotherapy-on-trauma-survivors,37,37,0:04:43,37,94.59%,94.59%,$0.00 
/2020/02/19/professors-discuss-potential-impacts-of-proposed-federal-budget-cuts,37,37,0:03:17,14,92.86%,51.35%,$0.00 
/2020/02/25/usac-external-vice-president-fails-to-receive-pay-for-weeks-due-to-lost-daca-status,37,34,0:03:18,23,86.96%,70.27%,$0.00 
/2020/03/08/graduate-student-aims-to-depict-immigration-anxieties-in-upcoming-film,37,36,0:00:31,31,93.55%,89.19%,$0.00 
/2020/04/14/election-board-sanctions-candidates-running-for-student-government,37,36,0:02:02,18,66.67%,54.05%,$0.00 
/2020/04/15/english-fiat-lux-classes-center-around-understanding-studying-covid-19s-impacts,37,35,0:01:58,32,87.50%,81.08%,$0.00 
/2020/04/17/dance-marathon-2020-moves-online-with-a-focus-on-themes-of-unity-and-awareness,37,36,0:02:56,32,90.62%,83.78%,$0.00 
/2020/04/20/editorial-usacs-lack-of-clear-social-media-guidelines-allows-for-negative-online-culture,37,36,0:06:51,27,81.48%,75.68%,$0.00 
/2020/05/01/for-those-most-vulnerable-to-covid-19-quarantine-is-a-time-of-heightened-vigilance,37,36,0:00:40,30,90.00%,91.89%,$0.00 
/2020/05/13/improved-security-measures-on-the-hill-would-help-to-better-ensure-student-safety,37,35,0:02:27,15,80.00%,56.76%,$0.00 
/2020/05/18/music-clubs-telephone-jams-call-on-participants-to-dial-into-creativity,37,35,0:00:41,28,96.43%,81.08%,$0.00 
/2020/05/28/social-art-project-captures-college-memories-in-collaboration-with-campus-community,37,35,0:01:48,28,75.00%,72.97%,$0.00 
/2020/10/27/students-documentary-queering-movements-looks-at-south-asian-dancers-life,37,31,0:04:29,20,70.00%,59.46%,$0.00 
/author/joy-harjanto,37,32,0:02:18,23,78.26%,59.46%,$0.00 
/author/kayleigh-ruller,37,27,0:01:02,14,78.57%,43.24%,$0.00 
/author/matt_stevens,37,29,0:00:19,26,42.31%,37.84%,$0.00 
/author/priscilla-guerrero,37,24,0:00:46,8,37.50%,32.43%,$0.00 
/author/sid_reddy,37,30,0:01:46,30,73.33%,72.97%,$0.00 
/author/tgerard,37,27,0:01:26,1,100.00%,29.73%,$0.00 
/author/zoe-willoughby,37,28,0:01:31,14,50.00%,27.03%,$0.00 
/category/bruingastronomer,37,32,0:01:28,3,0.00%,27.03%,$0.00 
/category/cross-country,37,17,0:01:34,1,100.00%,10.81%,$0.00 
/search?q=Alexander+Hoffman,37,33,0:00:16,2,0.00%,0.00%,$0.00 
/search?q=Andrea+Bertozzi,37,31,0:00:39,1,0.00%,2.70%,$0.00 
/search?q=Eleazar+Eskin,37,33,0:00:17,0,0.00%,0.00%,$0.00 
/search?q=Jens+Palsberg,37,33,0:00:16,1,0.00%,0.00%,$0.00 
/search?q=Jim+Davis,37,33,0:00:40,1,0.00%,0.00%,$0.00 
/search?q=Lihua+Jin,37,33,0:00:25,0,0.00%,0.00%,$0.00 
/search?q=Marc+Suchard,37,33,0:00:06,4,50.00%,5.41%,$0.00 
/search?q=Mark+Cohen,37,33,0:00:07,0,0.00%,0.00%,$0.00 
/search?q=Warren+Mori,37,34,0:00:25,4,0.00%,0.00%,$0.00 
/1996/04/15/softballs-kaci-clark-winds-up,36,36,0:00:00,36,100.00%,100.00%,$0.00 
/1998/03/05/poor-coverage-of-vital-issues,36,32,0:12:30,32,87.50%,88.89%,$0.00 
/2000/11/01/wanted-bad-bruins,36,34,0:02:09,33,90.91%,88.89%,$0.00 
/2001/10/15/let-there-be-light,36,36,0:00:24,36,97.22%,97.22%,$0.00 
/2002/09/30/ucla-license-plate-may-be-up-f,36,35,0:02:40,34,97.06%,97.22%,$0.00 
/2003/05/15/fire-scorches-westwood-fertili,36,31,0:05:20,31,87.10%,83.33%,$0.00 
/2006/03/15/screen-scene-034v-for-vendetta,36,36,0:00:00,36,100.00%,100.00%,$0.00 
/2010/05/18/ucla-innocence-project-hopes-help-wrongfully-convi,36,32,0:01:32,32,90.62%,88.89%,$0.00 
/2010/09/22/frugal_fashion_tips_acid_wash_jeans,36,33,0:17:29,33,90.91%,91.67%,$0.00 
/2011/04/20/the_consequences_of_undermining_success,36,35,0:08:52,25,80.00%,80.56%,$0.00 
/2011/09/15/libero_lainey_geras_selfless_defense_anchors_womens_volleyball,36,33,0:09:07,31,80.65%,83.33%,$0.00 
/2012/03/07/ucla_alumnus_and_band_of_brothers_veteran_lynn_buck_compton_dies,36,36,0:00:00,36,100.00%,100.00%,$0.00 
/2013/03/13/movie-review-if-i-were-you,36,34,0:00:07,34,94.12%,94.44%,$0.00 
/2013/04/19/virginity-explores-human-rights-controversies-surrounding-women,36,33,0:00:56,32,90.62%,91.67%,$0.00 
/2014/02/10/ucla-law-students-protest-lack-of-diversity,36,36,0:05:19,32,96.88%,91.67%,$0.00 
/2014/05/15/coach-rewards-home-runs-with-candy-to-motivate-softball-team,36,36,0:00:00,36,100.00%,100.00%,$0.00 
/2014/05/16/anderson-school-lecturer-inspires-students-with-experience-energy,36,35,0:01:46,23,86.96%,66.67%,$0.00 
/2014/06/05/striding-for-strength-ucla-alum-exercises-at-drake-each-day-to-fight-polio,36,34,0:05:05,33,90.91%,88.89%,$0.00 
/2015/02/11/balloon-panel-format-pacing-of-comic-panels-changes-perception,36,35,0:13:59,35,97.14%,97.22%,$0.00 
/2015/02/17/moot-court-debates-sex-lgbt-discrimination,36,34,0:00:59,34,94.12%,94.44%,$0.00 
/2015/06/07/internship-credit-requirement-takes-financial-toll-on-students,36,36,0:15:51,35,100.00%,97.22%,$0.00 
/2016/06/01/two-reported-dead-in-murder-suicide-on-ucla-campus,36,28,0:02:03,6,66.67%,30.56%,$0.00 
/2016/10/17/the-quad-upsides-and-downsides-of-on-campus-jobs,36,36,0:02:46,36,94.44%,94.44%,$0.00 
/2016/11/01/english-professors-past-struggles-help-him-empathize-with-students,36,36,0:09:10,36,97.22%,97.22%,$0.00 
/2017/03/30/student-dies-after-falling-from-cliff-near-santa-cruz,36,34,0:02:18,20,85.00%,69.44%,$0.00 
/2017/04/26/rotc-cadets-talk-time-commitment-handling-finances,36,36,0:01:05,34,94.12%,91.67%,$0.00 
/2017/06/04/taste-for-adventure-store-bought-american-snacks-confirm-greasy-stereotypes,36,32,0:05:41,31,90.32%,86.11%,$0.00 
