Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/03/22/gallery-a-week-in-photos-westwood-businesses-and-residents-respond-to-the-covid-19-pandemic,18,15,0:02:04,3,33.33%,44.44%,$0.00
/2020/03/28/ucla-records-2-new-cases-of-covid-19-in-community-bringing-total-to-7,18,18,0:01:02,11,36.36%,50.00%,$0.00
/2020/03/28/ucla-records-2-new-cases-of-covid-19-in-community-bringing-total-to-7/?fbclid=IwAR1G1UyJBnVjA59HJodiAka92oUiXSQCkddWoc8ibfRD-Esq_RqqiKzg0IA,18,16,0:01:25,16,75.00%,77.78%,$0.00
/2020/04/06/assistant-enterprise-editor-melissa-morris-appointed-as-2020-2021-editor-in-chief,18,17,0:02:15,9,55.56%,66.67%,$0.00
/2020/04/08/op-ed-local-national-government-must-address-inequalities-exacerbated-by-pandemic,18,18,0:00:00,14,100.00%,100.00%,$0.00
/2020/04/09/mayor-garcetti-announces-face-covering-requirement-for-essential-workers-customers,18,16,0:03:01,13,92.31%,72.22%,$0.00
/2020/04/09/medical-students-mobilize-form-group-to-provide-free-services-to-health-care-workers,18,18,0:00:26,18,88.89%,88.89%,$0.00
/2020/04/12/graphics-beat-the-boredom-personal-finance,18,18,0:01:35,15,100.00%,88.89%,$0.00
/2020/04/13/baseball-reflects-on-strong-start-and-quick-end-to-season-future-team-prospects,18,17,0:03:44,14,92.86%,83.33%,$0.00
/2020/04/15/kyla-ross-receives-honda-sport-award-concluding-her-record-setting-bruin-career,18,17,0:01:10,12,91.67%,72.22%,$0.00
/2020/04/24/despite-season-being-canceled-ucla-beach-volleyball-looks-ahead-to-next-year,18,17,0:02:53,14,85.71%,72.22%,$0.00
/2020/04/29/mayor-eric-garcetti-announces-free-covid-19-testing-for-all-la-county-residents,18,17,0:01:02,7,85.71%,72.22%,$0.00
/2020/05/03/usac-elections-2020,18,6,0:01:30,5,20.00%,16.67%,$0.00
/2020/05/04/editorial-uclas-essential-workers-must-be-prioritized-with-protective-measures,18,18,0:01:05,15,93.33%,88.89%,$0.00
/2020/05/04/faculty-students-challenged-with-productivity-adapting-to-at-home-academic-life,18,18,0:01:28,10,50.00%,55.56%,$0.00
/2020/05/04/student-organizations-collaborate-to-create-3d-printed-ppe-for-hospitals,18,14,0:02:00,13,76.92%,61.11%,$0.00
/2020/05/14/editorial-usac-should-focus-on-creating-meaningful-change-not-spreading-negative-rhetoric,18,17,0:01:22,4,75.00%,61.11%,$0.00
/2020/05/21/alumnus-to-create-technological-retelling-of-middle-eastern-south-asian-stories,18,15,0:00:21,10,80.00%,66.67%,$0.00
/2020/05/27/gallery-helps-share-asian-american-and-pacific-islander-artists-stories,18,17,0:01:29,12,83.33%,72.22%,$0.00
/2020/05/28/company-adjusts-spring-sing-sketches-to-reflect-campus-life-post-pandemic,18,16,0:04:12,9,77.78%,61.11%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR0Cwl1cOKZO17_aXRl6v7KvzwwPhSCjiceAEwf7UnA9IcmKUopXWtCKzeg,18,17,0:00:22,16,93.75%,94.44%,$0.00
/2020/06/08/usac-recap-june-2-2,18,15,0:04:39,8,75.00%,55.56%,$0.00
/2020/06/15/uc-board-of-regents-unanimously-votes-in-support-of-restoring-affirmative-action?fbclid=IwAR2m__9rwOegIOBojWuMaHdlr44iXJqbNRWR8bhc-8QXgsuDarRNBTiRjU0,18,16,0:01:15,16,93.75%,88.89%,$0.00
/2020/01/14/op-ed-newly-passed-senate-bill-is-a-step-in-the-right-direction-for-student-voter-turnout/,17,17,0:00:08,14,100.00%,94.12%,$0.00
/2020/01/15/alumna-awarded-marshall-scholarship-plans-to-study-digital-humanities-in-uk,17,15,0:07:59,12,75.00%,76.47%,$0.00
/2020/01/16/standardized-testing-is-not-detrimental-to-the-college-application-process,17,16,0:12:34,16,93.75%,88.24%,$0.00
/2020/01/17/soda-may-cause-dependency-on-artificial-sweetener-unwanted-compound-buildup/,17,17,0:00:42,16,100.00%,94.12%,$0.00
/2020/01/22/ackerman-union-to-be-site-of-voter-center-for-2020-primary-general-elections/,17,16,0:04:12,8,62.50%,47.06%,$0.00
/2020/01/22/usac-recap-jan-21-2/,17,17,0:00:21,13,84.62%,76.47%,$0.00
/2020/01/29/anti-hazing-advocate-speaks-at-ucla-pushing-for-students-to-speak-up,17,17,0:00:41,15,100.00%,94.12%,$0.00
/2020/01/29/party-of-five-season-1-review-episode-5-rafa,17,14,0:07:09,11,72.73%,64.71%,$0.00
/2020/01/29/ucla-student-brings-her-makeup-services-to-wherever-her-clients-are/,17,16,0:00:37,11,90.91%,70.59%,$0.00
/2020/02/03/sudden-tree-collapse-reported-on-de-neve-drive-near-residential-buildings/,17,15,0:00:28,12,50.00%,47.06%,$0.00
/2020/02/05/editorial-berkeleys-apology-for-coronavirus-post-isnt-enough-to-address-racism,17,17,0:00:18,16,93.75%,94.12%,$0.00
/2020/02/11/box-office-january-february-releases-prove-a-movies-profitability-depends-on-many-factors/,17,16,0:02:15,13,61.54%,70.59%,$0.00
/2020/02/21/homeless-population-displaced-as-sweeps-of-westwood-park-resume-under-new-leadership,17,15,0:04:24,11,72.73%,70.59%,$0.00
/2020/02/21/week-seven-cae-renovations-return-of-pike-fraternity-rally-in-support-of-ucsc-protestors/,17,17,0:00:43,11,90.91%,70.59%,$0.00
/2020/02/22/womens-tennis-rallies-to-secure-5th-home-win-of-season-against-california/,17,16,0:00:39,8,37.50%,47.06%,$0.00
/2020/03/02/overwhelming-enrollment-process-could-be-streamlined-through-additional-workshops/,17,13,0:01:07,6,66.67%,47.06%,$0.00
/2020/03/05/headliners-king-isis/,17,14,0:02:48,3,66.67%,35.29%,$0.00
/2020/03/05/jacks-facts-ucla-athletics-and-jorge-salcedo-to-blame-for-varsity-blues-fallout,17,17,0:06:14,14,92.86%,76.47%,$0.00
/2020/03/11/ucla-among-5-uc-campuses-to-offer-in-house-covid-19-testing/?fbclid=IwAR2YQg66vM-n9_wO7MqU1W50dCaZ9KHVlkXFXGEsyR88l9nVpb6rdtkUoXk,17,16,0:01:54,16,93.75%,94.12%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR233-Pvj1FZw1GfmJgU1foU6Qe2PiVctxtuWc612PQBXLnqoGUjusMLRv4,17,15,0:06:12,15,80.00%,82.35%,$0.00
/2020/04/10/policies-aimed-at-alleviating-housing-costs-amid-covid-19-require-more-clarity,17,17,0:00:00,15,100.00%,100.00%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?fbclid=IwAR01AG_v3yp7a3Gg8JBa6H-FcVJurUQ21mV2EKUlreGj_uJK9pmy_2ybYrA,17,17,0:00:00,17,100.00%,100.00%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?fbclid=IwAR1Pxg3ehwHKWhpsk29EWFHKIsoriw6ETmOs9zufbbYojl-5tt2jYWeHSO0,17,15,0:00:24,15,86.67%,88.24%,$0.00
/2020/04/24/columns-from-quarantine-everyday-memories-loom-largest-for-seniors-who-didnt-get-a-goodbye,17,16,0:05:38,12,91.67%,82.35%,$0.00
/2020/04/24/ucla-club-continues-to-spread-disney-magic-in-face-of-coronavirus-pandemic,17,16,0:00:48,13,76.92%,76.47%,$0.00
/2020/04/29/electrician-who-worked-at-ronald-reagan-ucla-medical-center-dies-of-covid-19/?fbclid=IwAR1hhFB1X2UsaW7QjAyE7u4MURJQOUJmEfyxuNak0k6_BbB77xF1P4vTFmQ,17,17,0:00:00,17,100.00%,100.00%,$0.00
/2020/05/01/for-those-most-vulnerable-to-covid-19-quarantine-is-a-time-of-heightened-vigilance,17,17,0:00:46,14,92.86%,94.12%,$0.00
/2020/05/01/lackluster-communication-efforts-from-ucpd-leave-students-feeling-unsure-unsafe,17,16,0:01:45,14,50.00%,47.06%,$0.00
/2020/05/06/daily-bruin-alum-awarded-pulitzer-prize-for-investigation-of-us-navys-7th-fleet,17,15,0:06:02,12,75.00%,70.59%,$0.00
/2020/05/19/parent-sentenced-to-250000-fine-after-bribing-sons-way-into-ucla,17,12,0:01:42,1,100.00%,47.06%,$0.00
/2020/05/20/napolitano-says-ucs-will-likely-operate-on-hybrid-basis-for-fall-decision-not-yet-made/?fbclid=IwAR1kDq3sFUuJz34Gfb3_qEoEs_BG3j14f51Y4aj1VWj_azTnlpL2NYlDYc4,17,14,0:00:42,14,85.71%,82.35%,$0.00
/2020/05/22/california-to-shift-to-universal-vote-by-mail-system-for-general-election,17,15,0:01:21,12,83.33%,82.35%,$0.00
/2020/01/02/mens-volleyball-to-play-1st-game-of-2020-season-following-injury-riddled-2019/,16,16,0:02:44,14,85.71%,87.50%,$0.00
/2020/01/09/with-new-leader-sustainable-la-grand-challenge-steadfast-in-renewability-goals/,16,16,0:02:23,14,100.00%,87.50%,$0.00
/2020/01/14/ucla-bike-shops-diy-approach-facilitates-learning-for-customers-and-employees/,16,16,0:03:39,12,91.67%,75.00%,$0.00
/2020/01/15/gymnastics-working-to-improve-under-new-coach-following-season-opener/,16,16,0:00:37,1,100.00%,25.00%,$0.00
/2020/01/16/behind-the-bruin-the-process-that-went-into-producing-2019s-travel-grant-in-india/,16,15,0:02:34,4,50.00%,25.00%,$0.00
/2020/01/24/california-governments-need-to-be-held-accountable-for-consequences-of-homelessness/,16,15,0:03:19,10,90.00%,68.75%,$0.00
/2020/02/04/the-manic-monologues-brings-discussion-of-mental-health-to-the-stage,16,14,0:00:36,14,85.71%,87.50%,$0.00
/2020/02/04/womens-water-polo-features-a-sea-of-consistent-scorers-but-abbi-hill-stands-out/,16,10,0:01:47,5,80.00%,37.50%,$0.00
/2020/02/05/alum-business-aims-to-unite-asian-american-women-in-search-of-wellness-identity/,16,16,0:00:54,13,38.46%,37.50%,$0.00
/2020/02/07/the-copy-shop-make-no-mistake-we-make-mistakes-breaking-the-news-on-copys-biggest-blunders,16,14,0:01:08,12,75.00%,68.75%,$0.00
/2020/02/10/2020-oscars-overcomes-one-inch-barrier-in-celebration-of-diversity-on-screen/,16,15,0:00:46,9,77.78%,50.00%,$0.00
/2020/02/10/gallery-ucla-gymnastics-sweeps-arizona-across-the-board,16,13,0:03:42,8,75.00%,43.75%,$0.00
/2020/02/12/news-reporters-must-continue-to-maintain-journalistic-ethics-in-digital-age,16,16,0:00:00,16,100.00%,100.00%,$0.00
/2020/02/14/school-of-music-receives-stradivarius-other-rare-instruments-from-donation/,16,15,0:01:59,12,50.00%,50.00%,$0.00
/2020/02/14/shareef-oneal-announces-plan-to-play-at-lsu-following-in-fathers-footsteps/,16,16,0:01:20,15,100.00%,93.75%,$0.00
/2020/02/21/bruin-republicans-bruin-democrats-face-off-at-quarterly-ucla-crossfire-debate,16,15,0:03:39,12,83.33%,75.00%,$0.00
/2020/02/21/ucla-researchers-identify-compound-that-could-improve-lung-disease-treatment/,16,14,0:06:59,14,85.71%,87.50%,$0.00
/2020/02/23/instructors-learn-slang/,16,16,0:01:55,1,100.00%,56.25%,$0.00
/2020/02/28/exploring-the-peaks-and-valleys-of-ucla-mens-basketballs-performance-this-season/,16,15,0:03:02,6,66.67%,43.75%,$0.00
/2020/03/02/looking-into-3-ucla-clubs-supporting-democratic-presidential-primary-candidates,16,16,0:00:34,11,90.91%,87.50%,$0.00
/2020/03/08/student-learns-lessons-of-competition-in-process-of-auditioning-for-american-idol,16,16,0:00:58,12,50.00%,50.00%,$0.00
/2020/03/13/ucla-extends-online-instruction-through-end-of-spring-quarter/?fbclid=IwAR23yzKYBu1BNegeN4k37PSVYrnTcxktazEUTTxLA5Qfi4U4qZH68s2GK5Y,16,15,0:13:44,15,86.67%,87.50%,$0.00
/2020/04/01/the-quad-ways-to-help-support-small-businesses-impacted-by-covid-19,16,14,0:09:48,14,85.71%,87.50%,$0.00
/2020/04/02/music-preview-rising-artists-span-genres-and-embrace-lyrical-depth-in-recent-releases,16,14,0:09:51,6,83.33%,68.75%,$0.00
/2020/04/03/transition-to-online-class-poses-unique-challenges-for-tft-students-instructors,16,15,0:02:37,10,90.00%,75.00%,$0.00
/2020/04/04/professors-reorganize-students-adjust-to-first-week-of-online-classes,16,14,0:04:45,13,84.62%,75.00%,$0.00
/2020/04/07/california-lottery-must-be-held-accountable-for-providing-public-school-funding,16,16,0:02:26,13,92.31%,81.25%,$0.00
/2020/04/21/ucla-rejects-possibility-of-spring-tuition-refund-usac-stresses-transparency/?from=groupmessage&isappinstalled=0,16,15,0:00:43,15,93.33%,93.75%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter/?fbclid=IwAR3tCXjA_3CAT4IkvHvVTw12fxhsnuf1b47oozGGI34lPfj7DxisbT_ZjMw,16,15,0:06:31,15,86.67%,87.50%,$0.00
/2020/05/01/battle-of-the-editors-best-bruins-in-the-bubble-to-feature-on-the-cover-of-future-ncaa-video-games,16,14,0:02:11,9,88.89%,68.75%,$0.00
/2020/05/02/usac-officer-evaluation-kimberly-bonifacio-internal-vice-president,16,14,0:00:21,10,90.00%,56.25%,$0.00
/2020/05/04/the-history-of-referendums-on-usac-ballots-what-students-are-paying/?preview_id=379624&preview_nonce=e4e0b94dd9&_thumbnail_id=379626&preview=true,16,1,0:01:33,1,0.00%,6.25%,$0.00
/2020/05/11/tennis-seniors-use-extended-eligibility-to-return-to-westwood-for-2021-season,16,16,0:00:22,4,100.00%,68.75%,$0.00
/2020/05/13/wvia-working-to-remove-parking-food-regulations-to-help-support-villages-economy,16,15,0:02:16,14,92.86%,93.75%,$0.00
/2020/05/15/alfred-brews-up-solutions-to-keep-coffee-matcha-in-hands-of-angelenos,16,16,0:00:33,14,100.00%,93.75%,$0.00
/2020/05/18/life-at-ucla-for-students-with-dependents,16,12,0:00:41,5,100.00%,62.50%,$0.00
/2020/05/18/uclas-emergency-response-has-improved-since-getty-fire-but-must-be-standardized,16,16,0:01:31,12,83.33%,68.75%,$0.00
/2020/05/19/student-created-app-charipay-streamlines-process-of-donating-to-charity,16,14,0:00:32,11,81.82%,75.00%,$0.00
/2020/05/22/movie-review-difficult-to-follow-narrative-redeemed-by-well-executed-comedy-in-the-lovebirds,16,13,0:02:42,10,90.00%,62.50%,$0.00
/2020/05/23/graphic-beating-the-boredom-tiktok,16,13,0:01:03,3,100.00%,37.50%,$0.00
/2020/05/28/signature-a-cappella-emphasizes-female-unity-connection-in-emotional-medley,16,15,0:00:26,12,91.67%,81.25%,$0.00
/2020/05/28/social-art-project-captures-college-memories-in-collaboration-with-campus-community,16,16,0:00:15,13,92.31%,87.50%,$0.00
/2020/06/03/ucla-leased-jackie-robinson-stadium-facilities-used-by-lapd-to-detain-protestors?fbclid=IwAR10kyAgYRKzbiEro_9Id2GH0clh-Vr1_PKmPbvsRNFjIarIcuuFqkuzltg,16,15,0:03:54,15,93.33%,93.75%,$0.00
/2020/01/08/academic-senate-members-discuss-hopes-for-next-uc-president-to-come-from-academia,15,15,0:00:47,15,93.33%,93.33%,$0.00
/2020/01/08/tv-review-party-of-five-provides-timely-insight-into-struggle-of-illegal-immigrants-in-u-s/,15,14,0:00:47,8,87.50%,66.67%,$0.00
/2020/01/13/while-other-restaurants-close-northern-cafe-to-open-3rd-westwood-location,15,15,0:03:00,14,92.86%,86.67%,$0.00
/2020/01/15/utilizing-digital-activism-will-be-crucial-in-improving-uclas-civic-engagement/,15,15,0:00:00,13,100.00%,100.00%,$0.00
/2020/01/16/john-baldessaris-former-art-students-remember-professors-impact-kindness/,15,14,0:00:46,13,92.31%,86.67%,$0.00
/2020/01/20/illustration-a-celebration-of-martin-luther-king-jr-day/,15,15,0:05:22,2,100.00%,33.33%,$0.00
/2020/01/24/week-three-shareef-oneals-departure-plans-postponed-tuition-hike-vote-bruin-dine-relaunch/,15,12,0:01:33,8,62.50%,53.33%,$0.00
/2020/01/27/gallery-kobe-bryant-fans-mourn-at-l-a-live-following-the-basketball-stars-death/,15,13,0:01:13,4,75.00%,20.00%,$0.00
/2020/01/30/recent-rewinds-the-hunger-games-returns-giving-readers-revealing-look-at-president-snow,15,15,0:10:19,12,91.67%,93.33%,$0.00
/2020/01/31/movie-review-the-assistant-fails-to-craft-nuanced-picture-of-misogyny-in-entertainment-industry/,15,15,0:00:48,10,90.00%,80.00%,$0.00
/2020/02/05/mens-basketball-gets-1st-california-recruit-in-4-star-shooting-guard-jaylen-clark,15,14,0:01:16,6,66.67%,53.33%,$0.00
/2020/02/06/qa-oscar-nominated-sound-mixer-tom-ozanich-mixes-audience-into-process-for-joker/,15,13,0:10:02,11,90.91%,80.00%,$0.00
/2020/02/07/week-five-trash-related-fire-on-campus-new-aqua-jogging-club-oscars-predictions/,15,13,0:00:28,7,28.57%,40.00%,$0.00
/2020/02/18/professors-read-super-nice-and-wholesome-reviews/,15,13,0:00:36,3,66.67%,53.33%,$0.00
/2020/02/18/the-quad-voting-rights-have-expanded-in-the-past-100-years-but-barriers-still-exist/,15,15,0:02:08,4,100.00%,53.33%,$0.00
/2020/02/19/gsa-recap-feb-12-2/,15,14,0:00:31,4,100.00%,66.67%,$0.00
/2020/02/28/gallery-exploring-the-original-los-angeles-flower-market,15,13,0:04:14,10,80.00%,66.67%,$0.00
/2020/03/01/softball-bounces-back-from-first-season-loss-with-4-wins-at-san-diego-classic/,15,14,0:02:17,9,88.89%,53.33%,$0.00
/2020/03/06/mens-volleyball-defeats-csun-in-four-set-victory-despite-two-setter-lineup/,15,13,0:00:32,9,100.00%,73.33%,$0.00
/2020/03/10/ucla-to-suspend-in-person-classes-until-april-10-to-limit-spread-of-coronavirus,15,15,0:00:13,13,92.31%,86.67%,$0.00
/2020/03/16/staff-member-tests-positive-for-covid-19-in-first-confirmed-case-at-ucla,15,15,0:00:49,0,0.00%,60.00%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed/?fbclid=IwAR1aGm6VlQinZV-tt0yXWqksamY6RH_rsCFggw570jF-ups0df64_RDCUGM,15,12,0:00:32,12,75.00%,80.00%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed/?from=singlemessage&isappinstalled=0,15,8,0:03:39,7,57.14%,46.67%,$0.00
/2020/04/09/guard-johnny-juzang-to-transfer-from-kentucky-to-ucla-mens-basketball,15,14,0:00:48,10,80.00%,80.00%,$0.00
/2020/04/15/english-fiat-lux-classes-center-around-understanding-studying-covid-19s-impacts/?from=groupmessage&from=groupmessage,15,9,0:06:21,9,55.56%,53.33%,$0.00
/2020/04/17/ucla-library-continues-work-to-increase-digital-accessibility-with-new-partnership,15,14,0:00:12,14,92.86%,93.33%,$0.00
/2020/04/20/small-businesses-discuss-difficulties-adjustments-under-safer-at-home-order,15,15,0:00:38,12,83.33%,86.67%,$0.00
/2020/04/29/school-of-law-launches-project-to-track-data-on-incarceration-facilities-covid-19,15,15,0:00:00,15,100.00%,100.00%,$0.00
/2020/05/01/second-take-tiktok-is-savagely-redefining-rap-musics-cultural-significance,15,15,0:00:07,14,100.00%,93.33%,$0.00
/2020/05/07/columns-from-quarantine-the-stresses-and-strain-of-virtual-socialization-during-the-pandemic,15,15,0:02:06,8,50.00%,60.00%,$0.00
/2020/05/13/improved-security-measures-on-the-hill-would-help-to-better-ensure-student-safety,15,15,0:00:35,9,77.78%,80.00%,$0.00
/2020/05/14/creatives-continue-to-create-through-entertainment-industrys-pause-amid-pandemic,15,15,0:00:30,12,100.00%,86.67%,$0.00
/2020/05/14/daca-what-is-it-and-what-happens-without-it,15,12,0:03:13,6,50.00%,46.67%,$0.00
/2020/05/21/in-the-kitchen-with-yeomans/,15,15,0:04:20,2,50.00%,53.33%,$0.00
/2020/05/28/duo-jet-and-xander-finds-inspiration-in-nature-aims-to-sprout-hope-in-listeners,15,14,0:00:12,12,100.00%,80.00%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=timeline,15,15,0:00:00,15,100.00%,100.00%,$0.00
/2020/06/07/the-making-of-the-stacks-covid-19-graphic,15,15,0:00:49,9,100.00%,73.33%,$0.00
/2020/06/17/fall-sport-athletes-allowed-to-return-to-campus-begin-return-to-training-plan?from=groupmessage&isappinstalled=0,15,15,0:00:00,15,100.00%,100.00%,$0.00
/2020/01/25/bruin-mens-volleyball-brought-to-roaring-straight-set-defeat-by-nittany-lions/,14,11,0:07:46,10,70.00%,78.57%,$0.00
/2020/01/26/ucla-baseball-seizes-victory-against-former-bruins-in-annual-alumni-game/,14,10,0:01:15,5,60.00%,57.14%,$0.00
/2020/02/02/ucla-alums-featured-in-singer-st-vincents-metafictional-film-at-sundance/,14,13,0:02:21,11,90.91%,78.57%,$0.00
/2020/02/04/the-quad-improving-learning-environments-can-make-going-to-class-more-bearable/,14,12,0:03:20,6,66.67%,50.00%,$0.00
/2020/02/04/ucla-students-advocate-for-global-community-in-health-care-conference,14,13,0:04:51,13,92.31%,92.86%,$0.00
/2020/02/07/album-review-green-day-leaves-boulevard-of-broken-dreams-in-wake-of-underwhelming-13th-album,14,14,0:00:00,14,100.00%,100.00%,$0.00
/2020/02/07/cert-club-organizes-safety-fair-to-spread-awareness-on-emergency-practices/,14,12,0:00:20,6,83.33%,57.14%,$0.00
/2020/02/12/corals-quarrels-diving-deserves-its-own-platform-separate-from-swimming-in-the-ncaa/,14,12,0:09:52,8,75.00%,71.43%,$0.00
/2020/02/12/new-softball-players-squash-concerns-over-change-in-roster-with-undefeated-start,14,14,0:03:35,5,100.00%,50.00%,$0.00
/2020/02/15/usac-recap-feb-11-2/,14,13,0:01:54,7,71.43%,57.14%,$0.00
/2020/02/17/ucla-womens-basketball-bests-no-15-oregon-state-in-overtime/,14,12,0:06:54,9,77.78%,64.29%,$0.00
/2020/02/28/ucla-softball-falls-to-no-3-texas-ends-15-game-winning-streak/,14,14,0:10:48,8,100.00%,85.71%,$0.00
/2020/03/05/the-quad-examining-the-effectiveness-of-cbd-products-ways-people-use-them,14,14,0:00:04,13,92.31%,92.86%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR3D2B9ijNoUJBuWl_tbehR1d1kRlXUKVLsWlY5kM6V6ofvlCFFfckKl9zE,14,13,0:04:33,13,84.62%,85.71%,$0.00
/2020/03/16/op-ed-administration-must-work-with-students-to-mitigate-impacts-of-covid-19,14,14,0:04:29,11,36.36%,42.86%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed/?fbclid=IwAR1e72IrH-ws8GyoN0Usdc9R71KkiE7OIKbPdam0AFjaim1ZsXgswXmBkZk,14,11,0:13:35,11,81.82%,78.57%,$0.00
/2020/03/31/racist-zoombombing-incidents-at-ucla-disrupt-online-classes-and-students/?fbclid=IwAR1ksYEzjVuPYwSd04GBOf6hGcX6j0_oLhIfNdpY65dJcMPidh8bb0cr3fo,14,14,0:00:00,14,100.00%,100.00%,$0.00
/2020/04/01/uc-lifts-testing-requirements-other-admissions-standards-in-response-to-pandemic,14,13,0:00:48,9,100.00%,78.57%,$0.00
